loss:position_initialTRUE	(Intercept)	position_initialTRUE	position_finalTRUE	loss	position_initialTRUE:loss
AZEBSA	0.0335637858072666	5.96296138433007	0.495435650700409	0.286167849619613	0.0197162790259944	-0.0576131721685121
BNGBBS	-0.0613596134651402	6.04080968100879	1.17505112645886	0.286167849619613	-0.00144768298901831	-0.0576131721685121
BNGCLV	-0.0378721675359444	6.1023617975052	1.09485775942581	0.286167849619613	0.00149446448400072	-0.0576131721685121
BNGWTC	-0.0955725753554812	6.00781048481744	1.47030506666065	0.286167849619613	0.000101344932331188	-0.0576131721685121
CEBRPV	0.0120095535033944	6.01454968722087	0.340959699609281	0.286167849619613	0.0265484403854916	-0.0576131721685121
HAEBSE	0.0351856117408297	6.75107064304655	0.397233984917559	0.286167849619613	0.0122272849482043	-0.0576131721685121
HAUCLV	0.0423662066765339	5.91279882290404	0.393934863617118	0.286167849619613	0.0208685853644909	-0.0576131721685121
HNDSKV	0.0679337667513997	5.90567096804622	0.264053979789742	0.286167849619613	0.0199591761598381	-0.0576131721685121
ILORPV	0.0195133566815376	6.17731580309587	0.277989940400885	0.286167849619613	0.0284743042056087	-0.0576131721685121
INZNTV	-0.0178892483663489	6.09229392575884	0.534431795656128	0.286167849619613	0.0322052756207016	-0.0576131721685121
INZSHL	0.0166207194920693	6.2488898157236	0.363407624985123	0.286167849619613	0.0268500508556741	-0.0576131721685121
INZTSI	0.0145985529433213	6.09590355369032	0.4060687571608	0.286167849619613	0.0321431602205793	-0.0576131721685121
JAVNRF	-0.0167312935429467	6.21021504264355	0.624337756999536	0.286167849619613	0.019613461330661	-0.0576131721685121
KAZKAZ	0.0115444986029506	6.03556900211937	0.565597535025687	0.286167849619613	0.0148052004049187	-0.0576131721685121
KMRUBS	0.0554709022692141	6.1854818912748	0.401473187480189	0.286167849619613	0.0143382271716562	-0.0576131721685121
LAOUBS	0.0160462831706094	6.30073552994015	0.226934234840028	0.286167849619613	0.0470310674159897	-0.0576131721685121
MARWTC	0.0627348953382369	5.86121668641249	0.348790623665027	0.286167849619613	0.0221197250184268	-0.0576131721685121
POLNCV	-0.0621952635418851	6.02641379734439	1.04424360666125	0.286167849619613	0.0167863887241064	-0.0576131721685121
RONBSR	0.0435476784100821	6.23444681665361	0.22988770406313	0.286167849619613	0.0260598269564995	-0.0576131721685121
RUSS76	-0.0107355425640213	6.45006332053903	0.59931331124612	0.286167849619613	0.0281896904946913	-0.0576131721685121
SOMSIM	-0.0518738652420374	5.56187506653962	1.14380896989202	0.286167849619613	-0.00208127793256257	-0.0576131721685121
SPNBDA	0.0470244560284256	6.35130673076146	0.110281220807796	0.286167849619613	0.0179649912179611	-0.0576131721685121
SPNDHH	-0.0793502861244758	5.93978005754701	1.20062112000009	0.286167849619613	0.00124894777599479	-0.0576131721685121
SPNNVI	-0.0364267817024594	5.88640261828494	0.87400265160324	0.286167849619613	0.00883644631591323	-0.0576131721685121
SPNR95	-0.0526529514291067	5.71422678228546	0.996507174361178	0.286167849619613	0.00834785151206542	-0.0576131721685121
SPNWTC	0.0516046193722515	6.10888539784512	0.230851970379048	0.286167849619613	0.0141506153973585	-0.0576131721685121
SWESFB	0.0325423228914733	5.73364045220548	0.356431729099477	0.286167849619613	0.0645443005356812	-0.0576131721685121
SWESFV	0.0283457730842661	5.79363119310413	0.429510772309074	0.286167849619613	0.0687713915745595	-0.0576131721685121
TCVWTC	0.0252401720212374	5.93290026548386	0.799054268196572	0.286167849619613	0.0195723432839777	-0.0576131721685121
TCWWTC	-0.0380591246981215	5.7705192544403	1.12496586454137	0.286167849619613	0.0140778928605285	-0.0576131721685121
TGKIBT	0.0184217270742517	6.08984070392766	0.509008258752208	0.286167849619613	0.0339997581799565	-0.0576131721685121
TGLPBS	0.020606109977096	6.06942296087322	0.339805585749111	0.286167849619613	0.0216022556357594	-0.0576131721685121
THATSV	0.0509001434175448	5.86724077906596	0.176753522411548	0.286167849619613	0.0565620129289091	-0.0576131721685121
TIRUBS	-0.0156852163152104	5.50859682320502	0.805465296322524	0.286167849619613	-0.00308007602126079	-0.0576131721685121
TPIPNG	0.0111617457404539	5.643861364141	0.50789766528056	0.286167849619613	0.0558578185346181	-0.0576131721685121
TRKBST	-0.0846702156796662	5.65327457324715	1.34204353921195	0.286167849619613	0.00838106273439353	-0.0576131721685121
TRKWTC	-0.116046535363704	5.76600521384205	1.64187360227659	0.286167849619613	-0.0019019352086492	-0.0576131721685121
VIEVOV	0.0347013900472594	5.52719824488803	0.733760714904399	0.286167849619613	0.0407059571477812	-0.0576131721685121
ZLMAVB	0.0254364248853366	5.97611143788547	0.402441457625047	0.286167849619613	0.0284134846897745	-0.0576131721685121
